PID,FAILURE,DAY0SMART0,DAY0SMART1,DAY0SMART2,DAY0SMART3,DAY0SMART4,DAY0SMART5,DAY0SMART6,DAY0SMART7,DAY0SMART8,DAY0SMART9,DAY0SMART10,DAY1SMART0,DAY1SMART1,DAY1SMART2,DAY1SMART3,DAY1SMART4,DAY1SMART5,DAY1SMART6,DAY1SMART7,DAY1SMART8,DAY1SMART9,DAY1SMART10,DAY2SMART0,DAY2SMART1,DAY2SMART2,DAY2SMART3,DAY2SMART4,DAY2SMART5,DAY2SMART6,DAY2SMART7,DAY2SMART8,DAY2SMART9,DAY2SMART10,DAY3SMART0,DAY3SMART1,DAY3SMART2,DAY3SMART3,DAY3SMART4,DAY3SMART5,DAY3SMART6,DAY3SMART7,DAY3SMART8,DAY3SMART9,DAY3SMART10,DAY4SMART0,DAY4SMART1,DAY4SMART2,DAY4SMART3,DAY4SMART4,DAY4SMART5,DAY4SMART6,DAY4SMART7,DAY4SMART8,DAY4SMART9,DAY4SMART10,DAY5SMART0,DAY5SMART1,DAY5SMART2,DAY5SMART3,DAY5SMART4,DAY5SMART5,DAY5SMART6,DAY5SMART7,DAY5SMART8,DAY5SMART9,DAY5SMART10,DAY6SMART0,DAY6SMART1,DAY6SMART2,DAY6SMART3,DAY6SMART4,DAY6SMART5,DAY6SMART6,DAY6SMART7,DAY6SMART8,DAY6SMART9,DAY6SMART10,DAY7SMART0,DAY7SMART1,DAY7SMART2,DAY7SMART3,DAY7SMART4,DAY7SMART5,DAY7SMART6,DAY7SMART7,DAY7SMART8,DAY7SMART9,DAY7SMART10,DAY8SMART0,DAY8SMART1,DAY8SMART2,DAY8SMART3,DAY8SMART4,DAY8SMART5,DAY8SMART6,DAY8SMART7,DAY8SMART8,DAY8SMART9,DAY8SMART10,DAY9SMART0,DAY9SMART1,DAY9SMART2,DAY9SMART3,DAY9SMART4,DAY9SMART5,DAY9SMART6,DAY9SMART7,DAY9SMART8,DAY9SMART9,DAY9SMART10,DAY10SMART0,DAY10SMART1,DAY10SMART2,DAY10SMART3,DAY10SMART4,DAY10SMART5,DAY10SMART6,DAY10SMART7,DAY10SMART8,DAY10SMART9,DAY10SMART10,DAY11SMART0,DAY11SMART1,DAY11SMART2,DAY11SMART3,DAY11SMART4,DAY11SMART5,DAY11SMART6,DAY11SMART7,DAY11SMART8,DAY11SMART9,DAY11SMART10,DAY12SMART0,DAY12SMART1,DAY12SMART2,DAY12SMART3,DAY12SMART4,DAY12SMART5,DAY12SMART6,DAY12SMART7,DAY12SMART8,DAY12SMART9,DAY12SMART10,DAY13SMART0,DAY13SMART1,DAY13SMART2,DAY13SMART3,DAY13SMART4,DAY13SMART5,DAY13SMART6,DAY13SMART7,DAY13SMART8,DAY13SMART9,DAY13SMART10,DAY14SMART0,DAY14SMART1,DAY14SMART2,DAY14SMART3,DAY14SMART4,DAY14SMART5,DAY14SMART6,DAY14SMART7,DAY14SMART8,DAY14SMART9,DAY14SMART10,DAY15SMART0,DAY15SMART1,DAY15SMART2,DAY15SMART3,DAY15SMART4,DAY15SMART5,DAY15SMART6,DAY15SMART7,DAY15SMART8,DAY15SMART9,DAY15SMART10,DAY16SMART0,DAY16SMART1,DAY16SMART2,DAY16SMART3,DAY16SMART4,DAY16SMART5,DAY16SMART6,DAY16SMART7,DAY16SMART8,DAY16SMART9,DAY16SMART10,DAY17SMART0,DAY17SMART1,DAY17SMART2,DAY17SMART3,DAY17SMART4,DAY17SMART5,DAY17SMART6,DAY17SMART7,DAY17SMART8,DAY17SMART9,DAY17SMART10,DAY18SMART0,DAY18SMART1,DAY18SMART2,DAY18SMART3,DAY18SMART4,DAY18SMART5,DAY18SMART6,DAY18SMART7,DAY18SMART8,DAY18SMART9,DAY18SMART10,DAY19SMART0,DAY19SMART1,DAY19SMART2,DAY19SMART3,DAY19SMART4,DAY19SMART5,DAY19SMART6,DAY19SMART7,DAY19SMART8,DAY19SMART9,DAY19SMART10
S300Z559,1,117,92,86,33,98,70,75,74,25,100,100,119,92,86,33,98,70,74,74,26,100,100,117,92,86,33,98,70,75,74,25,100,100,118,92,86,33,98,70,75,74,25,100,100,117,92,86,33,98,70,75,74,25,100,100,114,92,86,33,98,70,74,74,26,100,100,119,92,86,33,98,70,74,74,26,100,100,119,92,86,33,98,70,74,74,26,100,100,113,92,86,33,98,70,74,74,26,100,100,117,92,86,33,98,70,75,74,25,100,100,116,92,86,33,98,70,75,74,25,100,100,111,92,86,33,98,70,75,74,25,100,100,106,92,86,33,98,70,76,74,24,100,100,119,92,86,33,98,70,76,74,24,100,100,117,92,86,33,98,70,75,74,25,100,100,118,92,86,33,98,70,75,74,25,100,100,116,92,86,33,98,70,75,74,25,100,100,119,92,86,33,98,70,75,74,25,100,100,115,92,86,33,98,70,76,74,24,100,100,117,92,86,33,98,71,76,74,24,100,100
S300Z56Y,1,109,93,89,31,80,77,67,90,33,100,100,105,93,89,31,80,77,67,90,33,100,100,118,93,89,31,80,77,67,90,33,100,100,118,93,89,31,80,77,67,90,33,100,100,118,93,89,31,80,77,67,90,33,100,100,117,93,89,32,80,77,67,90,33,100,100,107,93,89,32,80,77,68,90,32,100,100,117,93,89,32,80,77,68,90,32,100,100,120,93,89,32,80,77,67,90,33,100,100,117,93,89,32,80,77,68,90,32,100,100,118,93,89,32,80,77,67,90,33,100,100,119,93,89,32,80,77,66,90,34,100,100,114,93,89,32,80,77,66,90,34,100,100,120,93,89,32,80,77,67,90,33,100,100,112,93,89,32,80,77,67,90,33,100,100,114,93,89,32,80,77,67,90,33,100,100,117,93,89,32,80,77,67,90,33,100,100,117,93,89,32,80,77,67,90,33,100,100,115,93,89,32,80,77,67,90,33,100,100,117,93,89,32,80,77,67,90,33,100,100
S300Z5RW,1,114,94,89,28,99,1,79,82,21,100,100,114,94,89,28,99,1,79,82,21,100,100,118,94,89,28,99,1,79,82,21,100,100,120,94,89,28,99,1,79,82,21,100,100,114,94,89,28,99,1,79,82,21,100,100,114,94,89,28,99,1,79,82,21,100,100,114,94,89,28,99,1,79,82,21,100,100,115,94,89,28,99,1,78,82,22,100,100,110,94,89,28,99,1,79,82,21,100,100,111,94,89,28,99,1,79,82,21,100,100,117,94,89,28,99,1,79,82,21,100,100,102,94,89,28,99,1,79,82,21,100,100,117,94,89,28,99,1,79,82,21,100,100,119,94,89,28,99,1,78,82,22,100,100,107,94,89,28,99,1,79,82,21,100,100,119,94,89,29,99,1,79,82,21,100,100,116,94,89,29,99,1,78,82,22,100,100,117,94,89,29,99,1,79,82,21,100,100,109,94,89,29,99,1,79,82,21,100,100,118,94,89,29,99,1,79,82,21,100,100
S300Z5Z3,1,116,92,87,33,97,1,71,79,29,100,100,117,92,87,33,97,1,71,79,29,100,100,115,92,87,33,97,1,71,79,29,100,100,118,92,87,33,97,1,71,79,29,100,100,106,92,87,33,97,1,71,79,29,100,100,117,92,87,33,97,1,71,79,29,100,100,108,92,87,33,97,1,71,79,29,100,100,110,92,87,33,97,1,71,79,29,100,100,117,92,87,33,97,1,72,79,28,100,100,118,92,87,33,97,1,72,79,28,100,100,115,92,87,33,97,1,72,79,28,100,100,117,92,87,33,97,1,72,79,28,100,100,110,92,87,33,97,1,72,79,28,100,100,117,92,87,33,97,1,72,79,28,100,100,116,92,87,33,97,1,72,79,28,100,100,112,92,87,33,97,1,72,79,28,100,100,116,92,87,33,97,1,72,79,28,100,100,117,92,87,33,97,1,72,79,28,100,100,120,92,87,33,97,1,72,79,28,100,100,115,92,87,33,97,1,72,79,28,100,100
S300Z67T,1,114,93,81,26,26,7,74,82,26,99,99,117,93,81,26,64,45,74,82,26,100,100,116,93,81,26,64,45,74,82,26,100,100,113,93,81,26,64,45,74,82,26,100,100,118,93,80,26,64,45,74,82,26,100,100,111,93,80,26,64,45,74,82,26,100,100,116,93,80,26,64,45,73,82,27,100,100,117,93,80,26,64,45,74,82,26,100,100,117,93,80,26,64,45,74,82,26,100,100,111,93,80,26,64,45,74,82,26,100,100,111,93,80,26,64,45,74,82,26,100,100,98,93,80,26,64,45,75,82,25,99,99,119,93,80,26,88,69,74,82,26,100,100,108,93,80,26,88,69,74,82,26,100,100,117,93,79,26,88,69,74,82,26,100,100,117,93,79,26,88,69,75,82,25,100,100,106,93,79,26,88,69,75,82,25,100,100,119,93,79,26,88,69,74,82,26,100,100,115,93,79,26,88,69,75,82,25,100,100,117,93,79,26,88,69,74,82,26,100,100
S300Z6X4,1,117,92,86,32,99,78,66,75,34,100,100,118,92,86,32,99,78,65,75,35,100,100,118,92,86,32,99,78,66,75,34,100,100,117,92,86,32,99,78,66,75,34,100,100,117,92,86,32,99,78,66,75,34,100,100,113,92,86,32,99,78,66,75,34,100,100,111,92,86,32,99,78,66,75,34,100,100,115,92,86,32,99,78,66,75,34,100,100,117,92,86,32,99,78,66,75,34,100,100,119,92,86,32,99,78,66,75,34,100,100,118,92,86,32,99,78,65,75,35,100,100,114,92,86,32,99,78,66,75,34,100,100,115,92,86,32,99,78,66,75,34,100,100,117,92,86,32,99,78,66,75,34,100,100,117,92,86,32,99,78,66,75,34,100,100,119,92,86,32,99,78,66,75,34,100,100,119,92,86,32,99,78,66,75,34,100,100,111,92,86,32,99,78,65,75,35,100,100,119,92,86,32,99,78,66,75,34,100,100,118,92,86,32,99,78,65,75,35,100,100
S300Z78G,1,119,92,88,30,96,67,68,75,32,100,100,118,92,88,30,96,67,69,75,31,100,100,119,92,88,30,96,67,69,75,31,100,100,107,92,88,30,96,67,68,75,32,100,100,118,92,88,30,96,67,68,75,32,100,100,117,92,88,30,96,67,69,75,31,100,100,116,92,88,30,96,67,68,75,32,100,100,108,92,88,30,96,67,68,75,32,100,100,111,92,88,30,96,67,69,75,31,100,100,118,92,88,30,96,67,70,75,30,100,100,116,92,88,30,96,67,69,75,31,100,100,118,92,88,30,96,67,67,75,33,100,100,117,92,88,30,96,67,68,75,32,100,100,119,92,88,30,96,67,67,75,33,100,100,115,92,88,30,96,67,67,75,33,100,100,120,92,88,30,96,67,67,75,33,100,100,116,92,88,30,96,67,68,75,32,100,100,105,92,88,30,96,67,69,75,31,100,100,114,92,88,30,96,67,68,75,32,100,100,114,92,88,30,96,67,69,75,31,100,100
S300Z79M,1,120,92,90,33,98,100,77,12,23,100,100,118,92,90,33,98,100,78,12,22,100,100,118,92,90,33,98,100,78,12,22,100,100,109,92,90,33,98,100,78,12,22,100,100,118,92,90,33,98,100,78,12,22,100,100,115,92,90,33,98,100,79,12,21,100,100,112,92,90,33,98,100,79,12,21,100,100,117,92,90,33,98,100,80,12,20,100,100,118,92,90,33,98,100,80,12,20,100,100,116,92,90,33,98,100,80,12,20,100,100,114,92,90,33,98,100,80,12,20,100,100,116,92,90,33,98,100,79,12,21,100,100,113,92,90,33,98,100,79,12,21,100,100,117,92,90,33,98,100,79,12,21,100,100,117,92,90,33,98,100,79,12,21,100,100,119,92,90,33,98,100,78,12,22,100,100,114,92,89,34,98,100,79,12,21,100,100,115,92,89,34,98,100,79,12,21,100,100,120,92,89,34,98,100,79,12,21,100,100,110,92,89,34,98,100,79,12,21,100,100
S300Z7F6,1,117,92,90,27,99,70,79,74,21,100,100,109,92,90,27,99,70,79,74,21,100,100,107,92,90,27,99,70,79,74,21,100,100,116,92,90,28,99,70,79,74,21,100,100,115,92,90,28,99,70,78,74,22,100,100,120,92,90,28,99,70,78,74,22,100,100,120,92,90,28,99,70,79,74,21,100,100,116,92,90,28,99,70,78,74,22,100,100,117,92,90,28,99,70,78,74,22,100,100,103,92,90,28,99,70,78,74,22,100,100,116,92,90,28,99,70,78,74,22,100,100,118,92,90,28,99,70,78,74,22,100,100,120,92,90,28,99,70,78,74,22,100,100,114,92,89,28,99,74,79,74,21,100,100,116,92,89,28,100,83,79,74,21,100,100,110,92,89,28,100,83,79,74,21,100,100,113,92,89,28,100,83,79,74,21,100,100,117,92,89,28,100,83,79,74,21,100,100,111,92,89,28,100,83,79,74,21,100,100,115,92,89,28,100,83,78,74,22,100,100
S300Z7GW,1,119,92,50,27,100,70,71,91,29,100,100,119,92,50,27,100,70,71,91,29,100,100,114,92,50,27,100,70,71,91,29,100,100,117,92,50,27,100,70,71,91,29,100,100,117,92,50,27,100,70,71,91,29,100,100,118,92,50,27,100,70,71,91,29,100,100,118,92,50,28,100,70,71,91,29,100,100,114,92,50,28,100,70,71,91,29,100,100,111,92,50,28,100,70,71,91,29,100,100,109,92,50,28,100,70,71,91,29,100,100,119,92,50,28,100,70,72,91,28,100,100,117,92,50,28,100,70,71,91,29,100,100,118,92,50,28,100,70,72,91,28,100,100,115,92,50,28,100,70,71,91,29,100,100,118,92,50,28,100,70,72,91,28,100,100,119,92,50,28,100,70,72,91,28,100,100,111,92,50,28,100,70,72,91,28,100,100,106,92,50,28,100,70,72,91,28,100,100,119,92,50,28,100,70,73,91,27,100,100,110,92,50,28,100,70,73,91,27,100,100
S300Z7Q3,1,116,92,84,33,93,37,78,76,22,100,100,117,92,84,33,93,37,78,76,22,100,100,117,92,84,33,93,37,78,76,22,100,100,119,92,84,33,93,37,78,76,22,100,100,120,92,84,33,93,37,78,76,22,100,100,116,92,84,33,93,37,78,76,22,100,100,116,92,84,33,93,37,78,76,22,100,100,112,92,84,33,93,37,78,76,22,100,100,109,92,84,33,93,37,78,76,22,100,100,112,92,84,33,93,37,79,76,21,100,100,116,92,84,33,93,37,78,76,22,100,100,117,92,84,33,93,37,78,76,22,100,100,118,92,84,33,93,37,78,76,22,100,100,118,92,84,33,93,37,79,76,21,100,100,101,92,84,33,93,37,79,76,21,100,100,117,92,84,33,93,37,78,76,22,100,100,117,92,84,33,93,37,79,76,21,100,100,111,92,84,33,93,37,79,76,21,100,100,117,92,84,33,93,37,79,76,21,100,100,106,92,84,33,93,37,79,76,21,100,100
S300Z7WQ,1,119,92,87,36,95,68,68,89,32,100,100,119,92,87,36,95,68,68,89,32,100,100,115,92,87,36,95,68,68,89,32,100,100,112,92,87,36,95,68,68,89,32,100,100,116,92,87,36,95,68,68,89,32,100,100,114,92,87,36,95,68,68,89,32,100,100,117,92,87,36,95,68,68,89,32,100,100,106,92,87,36,95,68,68,89,32,100,100,117,92,87,36,95,68,68,89,32,100,100,118,92,87,36,95,68,68,89,32,100,100,118,92,87,36,95,68,67,89,33,100,100,118,92,87,36,95,68,67,89,33,100,100,117,92,87,36,95,68,67,89,33,100,100,117,92,87,36,95,68,67,89,33,100,100,117,92,87,36,95,68,67,89,33,100,100,112,92,87,36,95,68,67,89,33,100,100,115,92,87,36,95,68,67,89,33,100,100,116,92,87,36,95,68,67,89,33,100,100,114,92,87,36,95,68,67,89,33,100,100,114,92,87,36,95,68,67,89,33,100,100
S300Z7YN,1,117,92,87,32,98,74,69,90,31,100,100,119,92,87,32,98,74,69,90,31,100,100,114,92,87,32,98,74,69,90,31,100,100,109,92,87,32,98,74,70,90,30,100,100,102,92,87,32,98,74,69,90,31,100,100,110,92,87,32,98,74,70,90,30,100,100,118,92,87,32,98,74,70,90,30,100,100,117,92,87,32,98,74,69,90,31,100,100,119,92,87,32,98,74,70,90,30,100,100,111,92,87,32,98,74,71,90,29,100,100,116,92,87,32,98,74,71,90,29,100,100,116,92,87,32,98,74,71,90,29,100,100,117,92,87,32,98,74,71,90,29,100,100,118,92,87,32,98,74,70,90,30,100,100,111,92,87,32,98,74,71,90,29,100,100,113,92,87,32,99,80,70,90,30,100,100,118,92,87,32,99,80,70,90,30,100,100,118,92,87,32,99,80,69,90,31,100,100,115,92,87,32,99,80,70,90,30,100,100,116,92,87,32,99,80,69,90,31,100,100
S300ZAFS,1,116,92,87,34,99,47,77,83,23,100,100,104,92,87,34,99,48,77,83,23,100,100,118,92,87,34,99,48,77,83,23,100,100,116,92,87,34,99,51,77,83,23,100,100,108,92,87,34,99,56,77,83,23,100,100,118,92,87,34,99,61,78,83,22,100,100,116,92,87,34,99,61,78,83,22,100,100,120,92,87,34,99,64,77,83,23,100,100,116,92,87,34,99,65,77,83,23,100,100,120,92,87,34,99,66,77,83,23,100,100,115,92,87,35,99,67,78,83,22,100,100,119,92,87,35,99,67,76,83,24,100,100,114,92,87,35,99,67,78,83,22,100,100,112,92,87,35,99,67,77,83,23,100,100,119,92,87,35,99,67,75,83,25,100,100,119,92,87,35,99,67,75,83,25,100,100,107,92,87,35,99,68,75,83,25,100,100,114,92,87,35,100,72,75,83,25,100,100,117,92,87,35,100,72,75,83,25,100,100,119,92,87,35,100,72,76,83,24,100,100
S300ZBAG,1,117,91,79,27,94,4,72,82,28,99,99,117,91,79,27,94,24,72,82,28,99,99,118,91,79,27,94,66,71,82,29,100,100,100,91,79,27,96,79,73,82,27,100,100,115,91,79,27,96,79,75,82,25,100,100,108,91,78,27,96,79,75,82,25,100,100,114,91,78,27,96,79,75,82,25,100,100,118,91,78,27,96,79,75,82,25,100,100,115,91,78,27,96,79,76,82,24,100,100,112,91,78,27,96,80,75,82,25,100,100,119,91,78,28,96,80,75,82,25,100,100,115,91,78,28,96,81,73,82,27,100,100,118,91,78,28,96,81,76,82,24,100,100,117,91,78,28,96,81,75,82,25,100,100,116,91,78,28,96,81,75,82,25,100,100,116,91,78,28,96,81,75,82,25,100,100,113,91,78,28,96,81,76,82,24,100,100,114,91,78,28,96,81,76,82,24,100,100,113,91,78,28,96,81,75,82,25,100,100,117,91,78,28,96,81,75,82,25,100,100
S300ZNFK,1,111,92,83,26,99,15,65,83,35,100,100,111,92,83,26,99,15,66,83,34,100,100,112,92,83,26,99,15,65,83,35,100,100,117,92,83,27,99,15,65,83,35,100,100,111,92,83,27,99,15,66,83,34,100,100,118,92,83,27,99,15,66,83,34,100,100,118,92,82,27,99,15,67,83,33,100,100,117,92,82,27,99,15,67,83,33,100,100,114,92,82,27,99,15,66,83,34,100,100,117,92,82,27,99,15,65,83,35,100,100,115,92,82,27,99,15,66,83,34,100,100,105,92,82,27,99,15,65,83,35,100,100,114,92,82,27,99,15,65,83,35,100,100,111,92,82,27,99,15,65,83,35,100,100,112,92,82,27,99,15,66,83,34,100,100,120,92,82,27,99,15,66,83,34,100,100,112,92,82,27,99,15,66,83,34,100,100,117,92,82,27,99,15,66,83,34,100,100,112,92,82,27,99,15,65,83,35,100,100,111,92,82,27,99,15,65,83,35,100,100
S301090J,1,117,92,85,33,100,100,79,77,21,100,100,109,92,85,33,100,100,79,77,21,100,100,114,92,85,33,100,100,79,77,21,100,100,103,92,85,33,100,100,79,77,21,100,100,119,92,85,33,100,100,79,77,21,100,100,115,92,85,33,100,100,79,77,21,100,100,116,92,85,33,100,100,79,77,21,100,100,118,92,85,33,100,100,79,77,21,100,100,119,92,85,33,100,100,79,77,21,100,100,111,92,84,34,100,100,78,77,22,100,100,111,92,84,34,100,100,79,77,21,100,100,101,92,84,34,100,100,79,77,21,100,100,120,92,84,34,100,100,79,77,21,100,100,119,92,84,34,100,100,78,77,22,100,100,117,92,84,34,100,100,79,77,21,100,100,120,92,84,34,100,100,79,77,21,100,100,119,92,84,34,100,100,79,77,21,100,100,114,92,84,34,100,100,79,77,21,100,100,111,92,84,34,100,100,79,77,21,100,100,117,92,84,34,100,100,79,77,21,100,100
S30109T7,1,114,92,89,33,95,1,78,75,22,100,100,119,92,89,33,95,1,78,75,22,100,100,111,92,89,33,95,1,78,75,22,100,100,119,92,89,33,95,1,77,75,23,100,100,119,92,89,33,95,1,77,75,23,100,100,112,92,89,33,95,1,77,75,23,100,100,114,92,89,33,95,1,77,75,23,100,100,108,92,89,33,95,1,77,75,23,100,100,116,92,89,33,95,1,77,75,23,100,100,120,92,89,33,95,1,77,75,23,100,100,112,92,89,33,95,1,77,75,23,100,100,117,92,89,33,95,1,77,75,23,100,100,118,92,89,33,95,1,77,75,23,100,100,117,92,89,33,95,1,77,75,23,100,100,109,92,89,33,95,1,77,75,23,100,100,118,92,89,33,95,1,77,75,23,100,100,118,92,89,33,95,1,78,75,22,100,100,120,92,89,33,95,1,78,75,22,100,100,116,92,89,33,95,1,77,75,23,100,100,111,92,89,33,96,1,78,75,22,100,100
S3010LL5,1,109,92,87,34,95,1,75,80,25,100,100,117,92,87,34,95,1,75,80,25,100,100,106,92,87,34,95,1,75,80,25,100,100,117,92,87,34,95,1,75,80,25,100,100,117,92,87,34,95,1,75,80,25,100,100,118,92,87,34,95,1,75,80,25,100,100,110,92,86,34,95,1,75,80,25,100,100,118,92,86,34,95,1,76,80,24,100,100,109,92,86,34,95,1,76,80,24,100,100,119,92,86,34,96,1,76,80,24,100,100,120,92,86,34,96,1,76,80,24,100,100,112,92,86,34,96,1,76,80,24,100,100,120,92,86,34,96,1,76,80,24,100,100,113,92,86,34,96,1,76,80,24,100,100,115,92,86,34,96,1,76,80,24,100,100,114,92,86,34,96,1,76,80,24,100,100,118,92,86,34,96,1,77,80,23,100,100,117,92,86,34,96,1,76,80,24,100,100,119,92,86,34,96,1,75,80,25,100,100,118,92,86,34,96,1,71,80,29,100,100
S3010MFG,1,102,92,79,27,83,60,80,82,20,100,100,119,92,79,28,83,60,81,82,19,100,100,111,92,79,28,83,60,81,82,19,100,100,115,92,79,28,83,60,81,82,19,100,100,118,92,79,28,83,60,81,82,19,100,100,120,92,79,28,83,60,81,82,19,100,100,117,92,78,28,83,60,81,82,19,100,100,118,92,78,28,83,60,81,82,19,100,100,112,92,78,28,83,60,81,82,19,100,100,115,92,78,28,83,60,81,82,19,100,100,118,92,78,28,83,60,81,82,19,100,100,111,92,78,28,83,60,81,82,19,100,100,114,92,78,28,83,60,81,82,19,100,100,117,92,78,28,83,60,81,82,19,100,100,117,92,78,28,83,60,81,82,19,100,100,119,92,78,28,83,60,81,82,19,100,100,115,92,78,28,83,60,81,82,19,100,100,114,92,78,28,83,60,81,82,19,100,100,116,92,78,28,83,60,81,82,19,100,100,118,92,78,28,83,60,80,82,20,100,100
S30112GG,1,118,91,80,26,98,67,84,83,16,100,100,112,91,80,26,98,67,84,83,16,100,100,117,91,80,26,98,67,84,83,16,100,100,119,91,80,26,98,67,84,83,16,100,100,113,91,80,26,98,67,84,83,16,100,100,118,91,80,26,98,70,84,83,16,100,100,111,91,80,26,98,70,84,83,16,100,100,112,91,79,27,98,70,84,83,16,100,100,119,91,79,27,98,70,84,83,16,100,100,114,91,79,27,98,70,84,83,16,100,100,119,91,79,27,98,70,84,83,16,100,100,118,91,79,27,98,73,84,83,16,100,100,113,91,79,27,98,73,84,83,16,100,100,118,91,79,27,98,73,84,83,16,100,100,119,91,79,27,98,73,84,83,16,100,100,109,91,78,27,98,73,84,83,16,100,100,110,91,78,27,98,73,83,83,17,100,100,113,91,78,27,98,80,84,83,16,100,100,113,91,78,27,98,80,84,83,16,100,100,102,91,78,27,98,80,84,83,16,100,100
S30112ZS,1,117,96,88,29,100,76,80,84,20,100,100,110,96,88,29,100,76,82,84,18,100,100,118,96,88,30,100,76,82,84,18,100,100,119,96,88,30,100,76,82,84,18,100,100,117,96,88,30,100,76,82,84,18,100,100,119,96,88,30,100,76,82,84,18,100,100,111,96,88,30,100,76,82,84,18,100,100,117,96,88,30,100,76,82,84,18,100,100,117,96,88,30,100,76,82,84,18,100,100,120,96,88,30,100,76,83,84,17,100,100,117,96,88,30,100,76,82,84,18,100,100,104,96,88,30,100,76,81,84,19,100,100,114,96,88,30,100,76,81,84,19,100,100,114,96,88,30,100,76,81,84,19,100,100,114,96,88,30,100,76,80,84,20,100,100,119,96,88,30,100,76,80,84,20,100,100,119,96,88,30,100,76,81,84,19,100,100,112,96,88,30,100,76,81,84,19,100,100,111,96,88,30,100,76,81,84,19,100,100,119,96,88,30,100,76,81,84,19,100,100
S301154Q,1,120,91,82,25,98,83,84,84,16,100,100,119,91,82,25,98,83,84,84,16,100,100,114,91,81,25,98,83,84,84,16,100,100,120,91,81,25,98,83,84,84,16,100,100,120,91,81,25,98,83,84,84,16,100,100,117,91,81,25,98,83,84,84,16,100,100,116,91,81,25,98,84,84,84,16,100,100,117,91,81,25,98,84,84,84,16,100,100,115,91,81,25,98,86,84,84,16,100,100,103,91,81,25,98,86,84,84,16,100,100,114,91,81,25,98,86,84,84,16,100,100,117,91,81,25,98,86,84,84,16,100,100,109,91,81,25,98,88,84,84,16,100,100,117,91,81,25,98,89,84,84,16,100,100,117,91,81,25,98,89,84,84,16,100,100,117,91,81,25,98,89,84,84,16,100,100,117,91,81,25,98,89,84,84,16,100,100,106,91,81,25,100,100,84,84,16,100,100,111,91,81,25,100,100,84,84,16,100,100,111,91,81,25,100,100,84,84,16,100,100
S30117BR,1,120,91,90,28,100,70,82,83,18,100,100,116,91,89,28,100,70,82,83,18,100,100,117,91,89,28,100,70,82,83,18,100,100,115,91,89,28,100,70,81,83,19,100,100,114,91,89,28,100,70,81,83,19,100,100,105,91,89,28,100,70,82,83,18,100,100,115,91,89,28,100,70,82,83,18,100,100,118,91,89,28,100,70,81,83,19,100,100,119,91,89,28,100,70,82,83,18,100,100,114,91,89,28,100,70,81,83,19,100,100,114,91,89,28,100,70,81,83,19,100,100,114,91,89,28,100,70,81,83,19,100,100,111,91,89,28,100,70,82,83,18,100,100,111,91,89,28,100,70,82,83,18,100,100,115,91,89,28,100,70,81,83,19,100,100,111,91,89,28,100,70,81,83,19,100,100,115,91,89,28,100,70,82,83,18,100,100,118,91,89,28,100,70,81,83,19,100,100,114,91,89,28,100,70,81,83,19,100,100,108,91,89,28,100,70,82,83,18,100,100
S30117KN,1,118,92,90,29,96,43,78,91,22,100,100,110,92,90,29,96,43,80,91,20,100,100,117,92,90,29,96,43,79,91,21,100,100,117,92,90,29,96,43,79,91,21,100,100,116,92,90,29,96,43,79,91,21,100,100,119,92,90,29,96,43,80,91,20,100,100,119,92,90,29,96,43,79,91,21,100,100,119,92,90,29,96,43,79,91,21,100,100,117,92,90,29,96,43,79,91,21,100,100,118,92,90,29,96,43,79,91,21,100,100,119,92,90,29,96,43,79,91,21,100,100,118,92,90,29,96,43,79,91,21,100,100,111,92,90,30,96,43,79,91,21,100,100,120,92,90,30,96,43,79,91,21,100,100,117,92,90,30,96,43,79,91,21,100,100,114,92,89,30,96,43,79,91,21,100,100,114,92,89,30,96,43,79,91,21,100,100,117,92,89,30,96,43,79,91,21,100,100,119,92,89,30,96,43,79,91,21,100,100,112,92,89,30,96,43,79,91,21,100,100
S3011ES6,1,117,91,81,25,98,100,83,84,17,100,100,117,91,81,25,98,100,83,84,17,100,100,117,91,81,25,98,100,83,84,17,100,100,119,91,81,25,98,100,83,84,17,100,100,119,91,81,25,98,100,83,84,17,100,100,114,91,81,25,98,100,83,84,17,100,100,117,91,81,25,98,100,83,84,17,100,100,119,91,81,25,98,100,83,84,17,100,100,113,91,81,25,98,100,83,84,17,100,100,119,91,81,25,98,100,83,84,17,100,100,114,91,81,25,98,100,83,84,17,100,100,118,91,81,25,98,100,83,84,17,100,100,115,91,80,25,98,100,83,84,17,100,100,119,91,80,25,98,100,83,84,17,100,100,115,91,80,25,98,100,83,84,17,100,100,119,91,80,25,98,100,83,84,17,100,100,118,91,80,26,98,100,83,84,17,100,100,114,91,80,26,98,100,83,84,17,100,100,116,91,80,26,98,100,83,84,17,100,100,117,91,80,26,98,100,83,84,17,100,100
